ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
1801;-19,71;-42,73;MARLIERIA - MG;MARLIERIA;MG;24260,6487921073
1802;-22,44;-45,16;MARMELOPOLIS - MG;MARMELOPOLIS;MG;20781,2581866153
1803;-19,33;-45,23;MARTINHO CAMPOS - MG;MARTINHO CAMPOS;MG;73194,6717633835
1804;-20,25;-41,87;MARTINS SOARES - MG;MARTINS SOARES;MG;25753,8645150586
1805;-15,68;-40,74;MATA VERDE - MG;MATA VERDE;MG;42365,432746944
1806;-18,47;-43,06;MATERLANDIA - MG;MATERLANDIA;MG;33503,6955243831
1807;-19,98;-44,42;MATEUS LEME - MG;MATEUS LEME;MG;129640,295677036
1808;-18,59;-41,9;MATHIAS LOBATO - MG;MATHIAS LOBATO;MG;24550,412940801
1809;-21,86;-43,31;MATIAS BARBOSA - MG;MATIAS BARBOSA;MG;77117,5738862767
1810;-14,85;-43,92;MATIAS CARDOSO - MG;MATIAS CARDOSO;MG;62241,607229916
1811;-20,28;-42,34;MATIPO - MG;MATIPO;MG;98435,7756741636
1812;-15,39;-42,86;MATO VERDE - MG;MATO VERDE;MG;87956,0456665596
1813;-19,55;-44,08;MATOZINHOS - MG;MATOZINHOS;MG;164926,126843121
1814;-19,22;-45,96;MATUTINA - MG;MATUTINA;MG;26701,084462029
1815;-19,99;-46,22;MEDEIROS - MG;MEDEIROS;MG;20030,7585591225
1816;-16,22;-41,47;MEDINA - MG;MEDINA;MG;137575,852601525
1817;-18,66;-41,4;MENDES PIMENTEL - MG;MENDES PIMENTEL;MG;40603,9663010137
1818;-21,19;-43,34;MERCES - MG;MERCES;MG;63810,2986167244
1819;-19,22;-42,6;MESQUITA - MG;MESQUITA;MG;45461,5476291548
1820;-17,21;-42,59;MINAS NOVAS - MG;MINAS NOVAS;MG;195087,364763605
1821;-21,68;-44,6;MINDURI - MG;MINDURI;MG;23772,9135343832
1822;-16,26;-44,16;MIRABELA - MG;MIRABELA;MG;66167,893596067
1823;-20,89;-42,34;MIRADOURO - MG;MIRADOURO;MG;58802,990162068
1824;-21,19;-42,61;MIRAI - MG;MIRAI;MG;92249,2403085746
1825;-14,74;-44,4;MIRAVANIA - MG;MIRAVANIA;MG;24394,4950976148
1826;-20,33;-44,05;MOEDA - MG;MOEDA;MG;25649,6622697419
1827;-19,84;-45,41;MOEMA - MG;MOEMA;MG;40425,1435074328
1828;-18,32;-44,11;MONJOLOS - MG;MONJOLOS;MG;18417,2774408742
1829;-21,75;-45,54;MONSENHOR PAULO - MG;MONSENHOR PAULO;MG;45912,7237568379
1830;-14,42;-44,36;MONTALVANIA - MG;MONTALVANIA;MG;102709,455706187
1831;-18,87;-48,88;MONTE ALEGRE DE MINAS - MG;MONTE ALEGRE DE MINAS;MG;126974,78960243
1832;-15,15;-42,87;MONTE AZUL - MG;MONTE AZUL;MG;144229,745945176
1833;-21,32;-46,36;MONTE BELO - MG;MONTE BELO;MG;89250,6634977904
1834;-18,72;-47,49;MONTE CARMELO - MG;MONTE CARMELO;MG;277435,090563539
1835;-16,86;-41,25;MONTE FORMOSO - MG;MONTE FORMOSO;MG;28372,1545290175
1836;-21,19;-46,98;MONTE SANTO DE MINAS - MG;MONTE SANTO DE MINAS;MG;129579,75105079
1837;-22,43;-46,57;MONTE SIAO - MG;MONTE SIAO;MG;111724,474188164
1838;-16,73;-43,86;MONTES CLAROS - MG;MONTES CLAROS;MG;1808843,04946768
1839;-15,17;-42,49;MONTEZUMA - MG;MONTEZUMA;MG;40530,4870873266
1840;-18,6;-45,35;MORADA NOVA DE MINAS - MG;MORADA NOVA DE MINAS;MG;43100,7831893938
1841;-18,54;-44,6;MORRO DA GARCA - MG;MORRO DA GARCA;MG;19038,7334637854
1842;-19,21;-43,37;MORRO DO PILAR - MG;MORRO DO PILAR;MG;26279,6705655164
1843;-22,61;-46,36;MUNHOZ - MG;MUNHOZ;MG;38461,8465072576
1844;-21,13;-42,36;MURIAE - MG;MURIAE;MG;575548,965345986
1845;-19,8;-41,43;MUTUM - MG;MUTUM;MG;169906,336440366
1846;-21,37;-46,52;MUZAMBINHO - MG;MUZAMBINHO;MG;118092,724930687
1847;-18,45;-42,24;NACIP RAYDAN - MG;NACIP RAYDAN;MG;25060,7029094684
1848;-17,83;-40,35;NANUQUE - MG;NANUQUE;MG;265468,451553334
1849;-19,23;-42,32;NAQUE - MG;NAQUE;MG;35889,5016773599
1850;-16,5;-46,49;NATALANDIA - MG;NATALANDIA;MG;19769,9488784018
1851;-22,12;-45,51;NATERCIA - MG;NATERCIA;MG;28821,9840592574
1852;-21,21;-44,61;NAZARENO - MG;NAZARENO;MG;48185,4385789488
1853;-21,23;-45,23;NEPOMUCENO - MG;NEPOMUCENO;MG;156957,696132278
1854;-15,32;-41,75;NINHEIRA - MG;NINHEIRA;MG;58162,7482935169
1855;-18,47;-41,01;NOVA BELEM - MG;NOVA BELEM;MG;30958,0735098832
1856;-19,75;-43,03;NOVA ERA - MG;NOVA ERA;MG;104924,858898251
1857;-19,98;-43,84;NOVA LIMA - MG;NOVA LIMA;MG;385044,699891885
1858;-18,43;-41,5;NOVA MODICA - MG;NOVA MODICA;MG;29033,5074288477
1859;-19,13;-47,68;NOVA PONTE - MG;NOVA PONTE;MG;52587,7168468951
1860;-15,8;-43,3;NOVA PORTEIRINHA - MG;NOVA PORTEIRINHA;MG;43718,9255739957
1861;-21,12;-46,42;NOVA RESENDE - MG;NOVA RESENDE;MG;79557,4905486242
1862;-19,87;-44,98;NOVA SERRANA - MG;NOVA SERRANA;MG;174776,172038412
1863;-19,69;-43,58;NOVA UNIAO - MG;NOVA UNIAO;MG;33283,2944574238
1864;-17,46;-41,87;NOVO CRUZEIRO - MG;NOVO CRUZEIRO;MG;181710,640432597
1865;-17,41;-41,21;NOVO ORIENTE DE MINAS - MG;NOVO ORIENTE DE MINAS;MG;51661,2921341893
1866;-16,01;-42,4;NOVORIZONTE - MG;NOVORIZONTE;MG;25787,5263670343
1867;-21,86;-43,93;OLARIA - MG;OLARIA;MG;15028,1799625225
1868;-17,39;-43,57;OLHOS-D'AGUA - MG;OLHOS-D'AGUA;MG;25734,8435699091
1869;-22,06;-45,26;OLIMPIO NORONHA - MG;OLIMPIO NORONHA;MG;14242,9496138738
1870;-20,69;-44,82;OLIVEIRA - MG;OLIVEIRA;MG;231533,590215266
1871;-21,33;-43,45;OLIVEIRA FORTES - MG;OLIVEIRA FORTES;MG;14660,0720984368
1872;-19,73;-44,8;ONCA DE PITANGUI - MG;ONCA DE PITANGUI;MG;18646,2757532096
1873;-20,43;-42,8;ORATORIOS - MG;ORATORIOS;MG;29865,6877959698
1874;-20,5;-42,21;ORIZANIA - MG;ORIZANIA;MG;37238,9100136365
1875;-20,52;-43,69;OURO BRANCO - MG;OURO BRANCO;MG;202794,690504058
1876;-22,28;-46,36;OURO FINO - MG;OURO FINO;MG;194705,0626622
1877;-20,28;-43,5;OURO PRETO - MG;OURO PRETO;MG;416283,572754252
1878;-18,07;-41,27;OURO VERDE DE MINAS - MG;OURO VERDE DE MINAS;MG;56487,1364546121
1879;-16,36;-42,51;PADRE CARVALHO - MG;PADRE CARVALHO;MG;29265,4447726472
1880;-17,07;-41,52;PADRE PARAISO - MG;PADRE PARAISO;MG;104180,079709679
1881;-15,51;-43,06;PAI PEDRO - MG;PAI PEDRO;MG;31942,1823179905
1882;-18,9;-45,53;PAINEIRAS - MG;PAINEIRAS;MG;31171,7195155143
1883;-20,37;-45,66;PAINS - MG;PAINS;MG;61995,2292855207
1884;-21,28;-43,41;PAIVA - MG;PAIVA;MG;10022,4563190513
1885;-21,37;-42,31;PALMA - MG;PALMA;MG;47465,6717747349
1886;-16,73;-40,42;PALMOPOLIS - MG;PALMOPOLIS;MG;51267,5592516945
1887;-19,44;-44,74;PAPAGAIOS - MG;PAPAGAIOS;MG;87456,6558919206
1888;-19,86;-44,6;PARA DE MINAS - MG;PARA DE MINAS;MG;454557,480662134
1889;-17,22;-46,87;PARACATU - MG;PARACATU;MG;433278,982260662
1890;-21,54;-45,73;PARAGUACU - MG;PARAGUACU;MG;112119,736760528
1891;-22,55;-45,78;PARAISOPOLIS - MG;PARAISOPOLIS;MG;101054,162641835
1892;-19,27;-44,4;PARAOPEBA - MG;PARAOPEBA;MG;130111,682717041
1893;-22,39;-44,96;PASSA QUATRO - MG;PASSA QUATRO;MG;96269,3272858321
1894;-20,65;-44,49;PASSA TEMPO - MG;PASSA TEMPO;MG;53129,4928468098
1895;-22,2;-44,23;PASSA VINTE - MG;PASSA VINTE;MG;14337,7023106978
1896;-19,35;-43,13;PASSABEM - MG;PASSABEM;MG;11815,5013021999
1897;-20,71;-46,61;PASSOS - MG;PASSOS;MG;592070,178727141
1898;-16,07;-44,08;PATIS - MG;PATIS;MG;29958,8546654683
1899;-18,57;-46,51;PATOS DE MINAS - MG;PATOS DE MINAS;MG;761008,439667825
1900;-18,94;-46,99;PATROCINIO - MG;PATROCINIO;MG;475822,118434537
1901;-21,15;-42,21;PATROCINIO DO MURIAE - MG;PATROCINIO DO MURIAE;MG;32279,1711451199
1902;-20,87;-42,98;PAULA CANDIDO - MG;PAULA CANDIDO;MG;53650,7282632
1903;-18,42;-42,86;PAULISTAS - MG;PAULISTAS;MG;34559,3409674311
1904;-17,42;-40,99;PAVAO - MG;PAVAO;MG;84522,2738156042
1905;-18,54;-42,55;PECANHA - MG;PECANHA;MG;110628,496207653
1906;-16;-41,29;PEDRA AZUL - MG;PEDRA AZUL;MG;153861,686949173
1907;-20,52;-42,33;PEDRA BONITA - MG;PEDRA BONITA;MG;33848,9132939018
1908;-20,59;-42,71;PEDRA DO ANTA - MG;PEDRA DO ANTA;MG;26550,3936215768
1909;-20,25;-45,2;PEDRA DO INDAIA - MG;PEDRA DO INDAIA;MG;24915,7068100625
1910;-20,83;-42,15;PEDRA DOURADA - MG;PEDRA DOURADA;MG;10945,0696530729
1911;-22,24;-45,46;PEDRALVA - MG;PEDRALVA;MG;76789,9033141377
1912;-15,6;-44,39;PEDRAS DE MARIA DA CRUZ - MG;PEDRAS DE MARIA DA CRUZ;MG;51701,9521606061
1913;-19,22;-47,46;PEDRINOPOLIS - MG;PEDRINOPOLIS;MG;33407,2837817793
1914;-19,61;-44,04;PEDRO LEOPOLDO - MG;PEDRO LEOPOLDO;MG;309946,405115942
1915;-21,7;-43,74;PEDRO TEIXEIRA - MG;PEDRO TEIXEIRA;MG;10704,9480721736
1916;-21,83;-43,12;PEQUERI - MG;PEQUERI;MG;17934,4964770125
1917;-19,63;-44,65;PEQUI - MG;PEQUI;MG;21264,7567860454
1918;-19,95;-45,08;PERDIGAO - MG;PERDIGAO;MG;32903,1600287842
1919;-19,35;-47,29;PERDIZES - MG;PERDIZES;MG;66618,2521064936
1920;-21,09;-45,09;PERDOES - MG;PERDOES;MG;119524,249225553
1921;-19,15;-42,23;PERIQUITO - MG;PERIQUITO;MG;46738,9759350293
1922;-18,35;-41,59;PESCADOR - MG;PESCADOR;MG;27531,8340736775
1923;-21,5;-43,32;PIAU - MG;PIAU;MG;19921,0416918002
1924;-19,75;-42,07;PIEDADE DE CARATINGA - MG;PIEDADE DE CARATINGA;MG;30419,6578562
1925;-20,24;-42,73;PIEDADE DE PONTE NOVA - MG;PIEDADE DE PONTE NOVA;MG;28384,5498717456
1926;-21,46;-44,19;PIEDADE DO RIO GRANDE - MG;PIEDADE DO RIO GRANDE;MG;32876,1287906916
1927;-20,47;-44,22;PIEDADE DOS GERAIS - MG;PIEDADE DOS GERAIS;MG;27086,961316524
1928;-20,48;-45,79;PIMENTA - MG;PIMENTA;MG;50484,2454890797
1929;-19,72;-42,4;PINGO D'AGUA - MG;PINGO D'AGUA;MG;22457,790166694
1930;-16,05;-45,15;PINTOPOLIS - MG;PINTOPOLIS;MG;38796,0879681614
1931;-20,5;-44,48;PIRACEMA - MG;PIRACEMA;MG;38990,7720384912
1932;-19,9;-48,7;PIRAJUBA - MG;PIRAJUBA;MG;19071,9824998732
1933;-20,68;-43,3;PIRANGA - MG;PIRANGA;MG;111556,550296121
1934;-22,52;-45,49;PIRANGUCU - MG;PIRANGUCU;MG;31703,9059738083
1935;-22,4;-45,53;PIRANGUINHO - MG;PIRANGUINHO;MG;41126,9696175288
1936;-21,65;-42,34;PIRAPETINGA - MG;PIRAPETINGA;MG;67140,6313864893
1937;-17,34;-44,94;PIRAPORA - MG;PIRAPORA;MG;319742,806540805
1938;-21,27;-43,02;PIRAUBA - MG;PIRAUBA;MG;65074,3032074629
1939;-19,68;-44,89;PITANGUI - MG;PITANGUI;MG;134603,024230855
1940;-20,46;-45,95;PIUI - MG;PIUI;MG;177478,676182111
1941;-20,13;-48,7;PLANURA - MG;PLANURA;MG;52029,245731381
1942;-21,78;-45,96;POCO FUNDO - MG;POCO FUNDO;MG;89959,1498852919
1943;-21,78;-46,56;POCOS DE CALDAS - MG;POCOS DE CALDAS;MG;823604,081635762
1944;-19,62;-41,63;POCRANE - MG;POCRANE;MG;66823,145683604
1945;-19,22;-44,93;POMPEU - MG;POMPEU;MG;146090,425812025
1946;-20,41;-42,9;PONTE NOVA - MG;PONTE NOVA;MG;372552,080265085
1947;-16,63;-45,06;PONTO CHIQUE - MG;PONTO CHIQUE;MG;18246,4743699678
1948;-16,75;-41,5;PONTO DOS VOLANTES - MG;PONTO DOS VOLANTES;MG;57430,553416913
1949;-15,74;-43,02;PORTEIRINHA - MG;PORTEIRINHA;MG;220106,204860919
1950;-20,67;-43,08;PORTO FIRME - MG;PORTO FIRME;MG;62161,0371601531
1951;-17,8;-41,78;POTE - MG;POTE;MG;101161,562078065
1952;-22,23;-45,93;POUSO ALEGRE - MG;POUSO ALEGRE;MG;581067,033567547
1953;-22,19;-44,97;POUSO ALTO - MG;POUSO ALTO;MG;41345,1853456024
1954;-21,05;-44,08;PRADOS - MG;PRADOS;MG;50172,8250287593
1955;-19,3;-48,92;PRATA - MG;PRATA;MG;128227,705561605
1956;-20,74;-46,86;PRATAPOLIS - MG;PRATAPOLIS;MG;60503,8255898695
1957;-19,75;-46,37;PRATINHA - MG;PRATINHA;MG;18411,512222948
1958;-20,76;-43,18;PRESIDENTE BERNARDES - MG;PRESIDENTE BERNARDES;MG;33880,3394023663
1959;-18,63;-44,05;PRESIDENTE JUSCELINO - MG;PRESIDENTE JUSCELINO;MG;27922,3251651813
1960;-18,61;-43,56;PRESIDENTE KUBITSCHEK - MG;PRESIDENTE KUBITSCHEK;MG;16009,2744222137
1961;-18,41;-46,41;PRESIDENTE OLEGARIO - MG;PRESIDENTE OLEGARIO;MG;116339,119616724
1962;-19,48;-44,15;PRUDENTE DE MORAIS - MG;PRUDENTE DE MORAIS;MG;51773,8486603995
1963;-19,27;-45,55;QUARTEL GERAL - MG;QUARTEL GERAL;MG;20452,3119535756
1964;-20,74;-43,88;QUELUZITA - MG;QUELUZITA;MG;11672,9923080783
1965;-19,96;-43,8;RAPOSOS - MG;RAPOSOS;MG;91008,4825423625
1966;-20,1;-42,45;RAUL SOARES - MG;RAUL SOARES;MG;154597,811572607
1967;-21,52;-42,46;RECREIO - MG;RECREIO;MG;70808,8763699894
1968;-20,21;-41,98;REDUTO - MG;REDUTO;MG;31514,0006188876
1969;-20,92;-44,23;RESENDE COSTA - MG;RESENDE COSTA;MG;65178,6209113087
1970;-19,32;-41,25;RESPLENDOR - MG;RESPLENDOR;MG;113398,880171928
1971;-21,06;-43,76;RESSAQUINHA - MG;RESSAQUINHA;MG;29619,3748215915
1972;-16,23;-45,99;RIACHINHO - MG;RIACHINHO;MG;47809,9625237314
1973;-16;-43,04;RIACHO DOS MACHADOS - MG;RIACHO DOS MACHADOS;MG;64416,3277690027
1974;-19,76;-44,08;RIBEIRAO DAS NEVES - MG;RIBEIRAO DAS NEVES;MG;1312394,54206078
1975;-21,19;-45,06;RIBEIRAO VERMELHO - MG;RIBEIRAO VERMELHO;MG;24465,7066194245
1976;-20,08;-43,78;RIO ACIMA - MG;RIO ACIMA;MG;50200,8656531711
1977;-20,22;-42,65;RIO CASCA - MG;RIO CASCA;MG;102614,636103068
1978;-16,6;-40,57;RIO DO PRADO - MG;RIO DO PRADO;MG;39972,650330437
1979;-20,24;-42,9;RIO DOCE - MG;RIO DOCE;MG;15511,5302936691
1980;-20,85;-43,47;RIO ESPERA - MG;RIO ESPERA;MG;47425,2494306311
1981;-20,26;-44,3;RIO MANSO - MG;RIO MANSO;MG;27385,3375647863
1982;-21,45;-43,12;RIO NOVO - MG;RIO NOVO;MG;52423,9497794648
1983;-19,19;-46,24;RIO PARANAIBA - MG;RIO PARANAIBA;MG;73982,7222160876
1984;-15,61;-42,54;RIO PARDO DE MINAS - MG;RIO PARDO DE MINAS;MG;162044,825039115
1985;-19,92;-43,17;RIO PIRACICABA - MG;RIO PIRACICABA;MG;88357,4443361861
1986;-21,27;-43,17;RIO POMBA - MG;RIO POMBA;MG;96437,5588252186
1987;-22,08;-43,82;RIO PRETO - MG;RIO PRETO;MG;31525,4534002686
1988;-18,29;-43;RIO VERMELHO - MG;RIO VERMELHO;MG;97143,6108970508
1989;-21,02;-44,31;RITAPOLIS - MG;RITAPOLIS;MG;38755,3194465049
1990;-21,63;-43,02;ROCHEDO DE MINAS - MG;ROCHEDO DE MINAS;MG;11986,9922184898
1991;-21,2;-42,86;RODEIRO - MG;RODEIRO;MG;29630,8725514541
1992;-18,88;-47,58;ROMARIA - MG;ROMARIA;MG;23787,4942119997
1993;-20,97;-42,51;ROSARIO DA LIMEIRA - MG;ROSARIO DA LIMEIRA;MG;22018,5958074579
1994;-16,4;-42,26;RUBELITA - MG;RUBELITA;MG;60488,989254273
1995;-16,37;-40,53;RUBIM - MG;RUBIM;MG;63085,5716137589
1996;-19,88;-43,8;SABARA - MG;SABARA;MG;606883,616386565
1997;-18,66;-43,08;SABINOPOLIS - MG;SABINOPOLIS;MG;102641,088159156
1998;-19,86;-47,44;SACRAMENTO - MG;SACRAMENTO;MG;134339,685594682
1999;-16,17;-42,29;SALINAS - MG;SALINAS;MG;241783,292706537
2000;-16;-39,94;SALTO DA DIVISA - MG;SALTO DA DIVISA;MG;46468,503627962
2001;-19,95;-43,41;SANTA BARBARA - MG;SANTA BARBARA;MG;140323,401499818
2002;-19,97;-42,14;SANTA BARBARA DO LESTE - MG;SANTA BARBARA DO LESTE;MG;44783,035782612
2003;-21,95;-43,7;SANTA BARBARA DO MONTE VERDE - MG;SANTA BARBARA DO MONTE VERDE;MG;16826,6414184376
2004;-21,24;-43,55;SANTA BARBARA DO TUGURIO - MG;SANTA BARBARA DO TUGURIO;MG;30002,0402854467
2005;-21,12;-44,22;SANTA CRUZ DE MINAS - MG;SANTA CRUZ DE MINAS;MG;43761,1504434693
2006;-16,09;-41,74;SANTA CRUZ DE SALINAS - MG;SANTA CRUZ DE SALINAS;MG;30039,0513929604
2007;-20,23;-42,81;SANTA CRUZ DO ESCALVADO - MG;SANTA CRUZ DO ESCALVADO;MG;33942,1491189358
2008;-18,82;-42,44;SANTA EFIGENIA DE MINAS - MG;SANTA EFIGENIA DE MINAS;MG;29859,535100332
2009;-16,69;-45,41;SANTA FE DE MINAS - MG;SANTA FE DE MINAS;MG;25822,4392469711
2010;-16,98;-40,68;SANTA HELENA DE MINAS - MG;SANTA HELENA DE MINAS;MG;35110,5473006429
2011;-19,3;-47,52;SANTA JULIANA - MG;SANTA JULIANA;MG;62343,1842407754
2012;-19,77;-43,85;SANTA LUZIA - MG;SANTA LUZIA;MG;924181,994805649
2013;-20,38;-42,25;SANTA MARGARIDA - MG;SANTA MARGARIDA;MG;93056,2428030672
2014;-19,44;-43,11;SANTA MARIA DE ITABIRA - MG;SANTA MARIA DE ITABIRA;MG;64083,5650945488
2015;-16,24;-40,14;SANTA MARIA DO SALTO - MG;SANTA MARIA DO SALTO;MG;34705,9391684848
2016;-18,19;-42,41;SANTA MARIA DO SUACUI - MG;SANTA MARIA DO SUACUI;MG;95052,1773489231
2017;-22,02;-46,33;SANTA RITA DE CALDAS - MG;SANTA RITA DE CALDAS;MG;57248,5015241704
2018;-21,56;-43,91;SANTA RITA DE IBITIPOCA - MG;SANTA RITA DE IBITIPOCA;MG;24467,6727113758
2019;-22,14;-44,09;SANTA RITA DE JACUTINGA - MG;SANTA RITA DE JACUTINGA;MG;34254,6840418546
2020;-19,87;-42,13;SANTA RITA DE MINAS - MG;SANTA RITA DE MINAS;MG;31374,2519464104
2021;-19,36;-41,38;SANTA RITA DO ITUETO - MG;SANTA RITA DO ITUETO;MG;41342,8800168521
2022;-22,25;-45,7;SANTA RITA DO SAPUCAI - MG;SANTA RITA DO SAPUCAI;MG;190889,882347055
2023;-19,53;-45,96;SANTA ROSA DA SERRA - MG;SANTA ROSA DA SERRA;MG;19865,0633147108
2024;-18,83;-50,12;SANTA VITORIA - MG;SANTA VITORIA;MG;117441,832473466
2025;-21,24;-45,5;SANTANA DA VARGEM - MG;SANTANA DA VARGEM;MG;44962,6544933283
